,engine_id,time,operational_setting_1,operational_setting_2,operational_setting_3,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,Nf_dmd,PCNfR_dmd,W31,W32,time_until_fault,time_until_failure,health_indicator,estimated_rul
2991,15,103,-0.0012,-0.0001,100.0,518.67,642.57,1586.84,1403.11,14.62,21.61,553.29,2388.06,9057.6,1.3,47.37,521.86,2388.04,8140.14,8.429,0.03,393,2388,100.0,38.98,23.4535,-20.0,105.0,0.2668090565125672,138.79229658843843
2992,15,104,0.0029,-0.0001,100.0,518.67,642.43,1587.78,1401.92,14.62,21.61,554.12,2388.02,9056.53,1.3,47.43,522.09,2388.03,8139.92,8.3723,0.03,391,2388,100.0,39.08,23.4065,-21.0,104.0,0.18801102674820377,161.71629213339816
2993,15,105,-0.0002,0.0003,100.0,518.67,642.18,1588.27,1398.2,14.62,21.61,554.79,2388.02,9058.06,1.3,47.41,522.34,2388.0,8139.26,8.4073,0.03,391,2388,100.0,39.0,23.385,-22.0,103.0,0.17365753840280945,165.8920222102593
2994,15,106,0.0013,-0.0002,100.0,518.67,642.68,1589.72,1400.98,14.62,21.61,553.99,2388.01,9058.73,1.3,47.18,522.13,2388.03,8141.5,8.4173,0.03,391,2388,100.0,38.88,23.348,-23.0,102.0,0.2281121339120954,150.0500410263337
2995,15,107,0.0015,0.0001,100.0,518.67,642.74,1591.35,1395.01,14.62,21.61,554.07,2388.04,9048.54,1.3,47.15,521.74,2388.1,8137.3,8.3911,0.03,391,2388,100.0,39.03,23.3286,-24.0,101.0,0.22508324666909038,150.9312076985521
2996,15,108,0.0013,0.0002,100.0,518.67,642.06,1583.94,1399.22,14.62,21.61,554.39,2388.05,9055.59,1.3,47.22,521.83,2388.07,8135.57,8.4221,0.03,393,2388,100.0,38.95,23.387,-25.0,100.0,0.21930143758098622,152.6132569347305
2997,15,109,0.0042,0.0001,100.0,518.67,642.51,1589.15,1395.3,14.62,21.61,553.68,2388.07,9060.95,1.3,47.35,522.01,2388.09,8139.31,8.4054,0.03,392,2388,100.0,38.79,23.4098,-26.0,99.0,0.2605693718899609,140.60755139770615
2998,15,110,0.0017,-0.0,100.0,518.67,642.22,1589.73,1393.1,14.62,21.61,554.46,2388.07,9059.81,1.3,47.42,522.17,2387.99,8138.24,8.3995,0.03,392,2388,100.0,39.06,23.348,-27.0,98.0,0.19536592021095978,159.57659973908244
2999,15,111,-0.0006,0.0002,100.0,518.67,642.39,1581.07,1400.61,14.62,21.61,553.78,2388.02,9056.73,1.3,47.38,521.86,2388.03,8141.68,8.3951,0.03,393,2388,100.0,38.84,23.3774,-28.0,97.0,0.2320360805616618,148.90848284547167
3000,15,112,-0.002,-0.0003,100.0,518.67,641.71,1582.81,1405.7,14.62,21.61,553.56,2388.0,9058.0,1.3,47.42,521.56,2388.01,8135.88,8.4127,0.03,393,2388,100.0,39.06,23.321,-29.0,96.0,0.22558625106913618,150.78487319424755
3001,15,113,0.0011,0.0005,100.0,518.67,642.05,1579.46,1402.68,14.62,21.61,553.78,2388.03,9056.79,1.3,47.28,521.95,2388.07,8135.39,8.4212,0.03,392,2388,100.0,39.06,23.4102,-30.0,95.0,0.20000451273804973,158.22713611995547
3002,15,114,-0.0064,-0.0001,100.0,518.67,642.37,1591.91,1404.17,14.62,21.61,554.3,2388.02,9053.94,1.3,47.27,521.64,2388.08,8139.82,8.4124,0.03,393,2388,100.0,38.79,23.42,-31.0,94.0,0.26766802626478325,138.54240431534555
3003,15,115,0.002,-0.0002,100.0,518.67,642.63,1589.26,1404.83,14.62,21.61,553.59,2388.03,9054.0,1.3,47.31,521.65,2387.99,8140.99,8.4103,0.03,393,2388,100.0,38.93,23.4324,-32.0,93.0,0.25412841164195793,142.4813614976797
3004,15,116,-0.0001,-0.0003,100.0,518.67,642.49,1588.93,1402.16,14.62,21.61,553.74,2388.05,9061.98,1.3,47.32,522.28,2388.03,8140.1,8.393,0.03,391,2388,100.0,38.93,23.3816,-33.0,92.0,0.22255849680336431,151.66571025968364
3005,15,117,-0.0024,0.0002,100.0,518.67,642.44,1588.01,1399.93,14.62,21.61,553.94,2388.02,9065.49,1.3,47.29,521.79,2388.02,8138.92,8.4195,0.03,393,2388,100.0,38.99,23.2936,-34.0,91.0,0.25083736532724865,143.43879572899561
3006,15,118,0.0024,0.0001,100.0,518.67,641.45,1590.8,1402.87,14.62,21.61,553.84,2388.04,9052.23,1.3,47.14,521.86,2388.03,8144.23,8.4226,0.03,392,2388,100.0,38.77,23.3585,-35.0,90.0,0.22858616823366903,149.91213452399592
3007,15,119,-0.0006,0.0005,100.0,518.67,642.26,1580.44,1395.59,14.62,21.61,554.33,2388.04,9061.9,1.3,47.35,521.7,2388.02,8142.29,8.3684,0.03,392,2388,100.0,38.91,23.3598,-36.0,89.0,0.18712817506649154,161.97313215946167
3008,15,120,0.0009,0.0002,100.0,518.67,641.7,1587.63,1398.3,14.62,21.61,554.06,2388.08,9055.32,1.3,47.45,521.81,2388.05,8137.39,8.3796,0.03,393,2388,100.0,39.05,23.3618,-37.0,88.0,0.2161397848038016,153.53304787868714
3009,15,121,0.0,0.0002,100.0,518.67,643.1,1594.17,1394.78,14.62,21.61,554.38,2388.04,9056.31,1.3,47.5,521.85,2388.04,8138.4,8.4313,0.03,393,2388,100.0,39.08,23.3346,-38.0,87.0,0.27767191410987274,135.63206403045658
3010,15,122,0.0018,-0.0004,100.0,518.67,642.11,1584.97,1398.55,14.62,21.61,554.97,2388.0,9056.93,1.3,47.52,522.16,2388.07,8136.92,8.3882,0.03,392,2388,100.0,38.96,23.3643,-39.0,86.0,0.19050743863590797,160.99003368298708
3011,15,123,0.0002,-0.0002,100.0,518.67,642.17,1582.85,1408.4,14.62,21.61,554.05,2388.08,9063.35,1.3,47.27,521.77,2388.02,8142.79,8.4253,0.03,393,2388,100.0,38.85,23.3931,-40.0,85.0,0.2568742574935047,141.68253748829477
3012,15,124,0.002,0.0003,100.0,518.67,642.5,1588.45,1405.57,14.62,21.6,553.43,2388.06,9060.27,1.3,47.34,521.6,2388.06,8141.59,8.4107,0.03,392,2388,100.0,38.79,23.3535,-41.0,84.0,0.2679452746489064,138.46174695955264
3013,15,125,-0.002,-0.0004,100.0,518.67,642.84,1588.86,1404.73,14.62,21.61,553.02,2388.03,9057.14,1.3,47.35,521.95,2388.12,8134.18,8.4329,0.03,393,2388,100.0,38.97,23.4524,-42.0,83.0,0.29709801028492305,129.98060620207553
3014,15,126,-0.0005,-0.0003,100.0,518.67,641.95,1593.68,1401.22,14.62,21.61,553.51,2388.1,9054.76,1.3,47.5,522.23,2388.02,8130.6,8.4258,0.03,394,2388,100.0,38.93,23.2533,-43.0,82.0,0.3006015043727156,128.96136646853756
3015,15,127,0.0011,0.0005,100.0,518.67,642.1,1589.3,1397.59,14.62,21.61,553.7,2388.09,9052.79,1.3,47.54,521.8,2388.07,8134.43,8.4339,0.03,392,2388,100.0,39.12,23.2636,-44.0,81.0,0.2713861592504745,137.4607216355319
3016,15,128,-0.0023,0.0004,100.0,518.67,642.66,1587.07,1410.27,14.62,21.61,554.08,2388.11,9056.2,1.3,47.35,522.37,2388.05,8138.69,8.4279,0.03,391,2388,100.0,38.79,23.298,-45.0,80.0,0.2877829180011311,132.6905614465544
3017,15,129,0.0007,0.0005,100.0,518.67,641.54,1583.6,1404.57,14.62,21.61,553.76,2388.12,9050.54,1.3,47.45,521.66,2388.1,8132.47,8.4285,0.03,392,2388,100.0,38.76,23.3012,-46.0,79.0,0.28603200983858923,133.19993726518553
3018,15,130,-0.0021,-0.0003,100.0,518.67,642.34,1589.19,1402.03,14.62,21.61,553.8,2388.07,9059.1,1.3,47.35,521.79,2388.08,8134.16,8.4502,0.03,392,2388,100.0,38.83,23.3836,-47.0,78.0,0.2870602629286233,132.90079692721616
3019,15,131,-0.0,0.0004,100.0,518.67,642.26,1585.34,1404.06,14.62,21.61,553.87,2388.06,9061.06,1.3,47.56,521.83,2388.08,8139.28,8.4413,0.03,393,2388,100.0,38.78,23.41,-48.0,77.0,0.2963736321898492,130.1913429460525
3020,15,132,0.0013,0.0004,100.0,518.67,642.74,1579.91,1406.23,14.62,21.61,554.04,2388.09,9052.19,1.3,47.58,521.72,2388.07,8138.54,8.4236,0.03,393,2388,100.0,38.94,23.3697,-49.0,76.0,0.28920473170843547,132.2769260905756
3021,15,133,-0.0022,-0.0002,100.0,518.67,642.19,1577.58,1405.78,14.62,21.61,553.86,2388.07,9056.16,1.3,47.47,521.34,2388.07,8135.66,8.4078,0.03,394,2388,100.0,39.05,23.2832,-50.0,75.0,0.27297975469063024,136.99711137928765
3022,15,134,-0.0012,0.0003,100.0,518.67,642.69,1592.02,1405.44,14.62,21.61,553.16,2388.06,9054.08,1.3,47.46,521.62,2388.08,8136.89,8.4609,0.03,393,2388,100.0,39.01,23.3382,-51.0,74.0,0.3366210515642459,118.48252655567038
3023,15,135,0.0018,0.0001,100.0,518.67,642.18,1588.62,1408.15,14.62,21.61,553.85,2388.1,9056.87,1.3,47.43,522.03,2388.06,8136.84,8.4478,0.03,392,2388,100.0,39.18,23.4428,-52.0,73.0,0.25261375768660194,142.9220060243077
3024,15,136,-0.0043,-0.0001,100.0,518.67,642.59,1581.14,1403.22,14.62,21.61,553.41,2388.07,9058.83,1.3,47.41,522.26,2388.01,8142.17,8.4545,0.03,392,2388,100.0,38.75,23.3093,-53.0,72.0,0.2840976071164547,133.76269549044795
3025,15,137,0.0034,0.0003,100.0,518.67,642.82,1585.75,1398.79,14.62,21.61,553.84,2388.08,9052.73,1.3,47.35,521.84,2388.05,8136.61,8.4433,0.03,393,2388,100.0,38.92,23.3069,-54.0,71.0,0.2902939922234814,131.96003741621556
3026,15,138,0.0029,0.0001,100.0,518.67,642.05,1585.88,1406.24,14.62,21.61,553.76,2388.09,9057.57,1.3,47.48,521.69,2388.08,8141.75,8.4561,0.03,393,2388,100.0,38.78,23.3039,-55.0,70.0,0.3236846599712881,122.24599353741637
3027,15,139,-0.0003,0.0003,100.0,518.67,642.45,1592.16,1410.66,14.62,21.61,553.94,2388.04,9056.43,1.3,47.44,521.49,2388.1,8138.16,8.4328,0.03,393,2388,100.0,38.77,23.3034,-56.0,69.0,0.34131154633615784,117.11796348757709
3028,15,140,-0.002,0.0005,100.0,518.67,642.96,1589.89,1404.6,14.62,21.61,552.94,2388.08,9059.53,1.3,47.46,522.09,2388.05,8138.22,8.4463,0.03,393,2388,100.0,38.88,23.3203,-57.0,68.0,0.33880464055445614,117.84727483131519
3029,15,141,-0.0001,0.0001,100.0,518.67,642.37,1592.65,1403.51,14.62,21.61,553.55,2388.09,9056.08,1.3,47.43,521.7,2388.1,8135.71,8.4352,0.03,392,2388,100.0,38.94,23.2308,-58.0,67.0,0.32582198099989274,121.62420213115406
3030,15,142,0.0006,-0.0002,100.0,518.67,642.49,1588.19,1403.8,14.62,21.61,553.41,2388.09,9059.44,1.3,47.44,521.69,2388.05,8138.93,8.3975,0.03,393,2388,100.0,38.88,23.2852,-59.0,66.0,0.3042655598228194,127.89541607528734
3031,15,143,0.0022,0.0002,100.0,518.67,642.32,1582.47,1406.21,14.62,21.61,553.83,2388.09,9057.94,1.3,47.44,521.46,2388.1,8135.65,8.4468,0.03,392,2388,100.0,38.92,23.3247,-60.0,65.0,0.29930326824514425,129.3390505209656
3032,15,144,-0.0055,-0.0004,100.0,518.67,643.21,1588.64,1401.59,14.62,21.61,553.06,2388.13,9054.78,1.3,47.49,521.51,2388.1,8133.8,8.4551,0.03,392,2388,100.0,38.88,23.3139,-61.0,64.0,0.36590723997689373,109.96256159324675
3033,15,145,0.0028,0.0004,100.0,518.67,642.44,1586.94,1398.81,14.62,21.61,553.79,2388.12,9057.66,1.3,47.54,521.41,2388.08,8128.15,8.4322,0.03,394,2388,100.0,38.89,23.3343,-62.0,63.0,0.32354639135012436,122.28621877229905
3034,15,146,-0.0019,0.0003,100.0,518.67,643.2,1590.01,1405.95,14.62,21.61,553.59,2388.11,9058.19,1.3,47.63,521.81,2388.06,8140.46,8.4268,0.03,393,2388,100.0,39.01,23.3157,-63.0,62.0,0.34405878686347746,116.31873373782908
3035,15,147,0.0022,0.0003,100.0,518.67,642.52,1589.85,1411.7,14.62,21.61,554.21,2388.16,9050.0,1.3,47.55,521.09,2388.08,8136.95,8.4442,0.03,393,2388,100.0,38.82,23.2988,-64.0,61.0,0.372826159638495,107.94970309954094
3036,15,148,-0.0006,0.0003,100.0,518.67,642.89,1585.94,1405.24,14.62,21.61,553.17,2388.11,9057.22,1.3,47.49,521.8,2388.11,8140.03,8.4288,0.03,392,2388,100.0,38.82,23.3257,-65.0,60.0,0.33936753759366356,117.68351630514836
3037,15,149,-0.0025,0.0002,100.0,518.67,642.43,1586.98,1401.05,14.62,21.61,554.26,2388.04,9057.26,1.3,47.45,521.55,2388.08,8136.18,8.4384,0.03,393,2388,100.0,38.85,23.3283,-66.0,59.0,0.29046262546214424,131.9109784787853
3038,15,150,0.0006,0.0002,100.0,518.67,642.44,1586.08,1410.5,14.62,21.61,553.07,2388.09,9051.36,1.3,47.56,520.85,2388.11,8134.66,8.4335,0.03,395,2388,100.0,38.89,23.249,-67.0,58.0,0.39403987179847594,101.77819037896029
3039,15,151,-0.0002,-0.0004,100.0,518.67,642.47,1588.62,1409.6,14.62,21.61,553.32,2388.05,9057.43,1.3,47.43,521.43,2388.14,8139.75,8.4453,0.03,392,2388,100.0,38.86,23.2729,-68.0,57.0,0.3475700611436723,115.29723058353676
3040,15,152,0.0033,0.0004,100.0,518.67,642.21,1595.25,1408.89,14.62,21.61,553.74,2388.11,9057.49,1.3,47.42,521.89,2388.06,8134.72,8.457,0.03,392,2388,100.0,38.82,23.3143,-69.0,56.0,0.33215682409710895,119.78126373062722
3041,15,153,0.0042,-0.0004,100.0,518.67,642.81,1590.55,1405.44,14.62,21.61,553.88,2388.13,9059.01,1.3,47.49,521.52,2388.15,8131.93,8.4141,0.03,393,2388,100.0,38.79,23.1558,-70.0,55.0,0.3847021491373989,104.4947292736854
3042,15,154,0.0027,-0.0005,100.0,518.67,642.9,1584.03,1410.34,14.62,21.61,552.86,2388.09,9056.95,1.3,47.49,521.33,2388.07,8142.4,8.4523,0.03,393,2388,100.0,38.8,23.3389,-71.0,54.0,0.3685199567172226,109.20246762776758
3043,15,155,-0.004,0.0003,100.0,518.67,642.36,1583.3,1409.17,14.62,21.61,553.51,2388.15,9055.03,1.3,47.71,521.0,2388.12,8135.04,8.4334,0.03,393,2388,100.0,38.83,23.2392,-72.0,53.0,0.38390544299175533,104.72650776088858
3044,15,156,-0.0014,-0.0003,100.0,518.67,643.24,1590.1,1407.82,14.62,21.61,553.63,2388.11,9054.23,1.3,47.42,521.48,2388.15,8139.11,8.4387,0.03,392,2388,100.0,38.82,23.267,-73.0,52.0,0.3799135975472791,105.88781912183235
3045,15,157,-0.0005,0.0002,100.0,518.67,642.82,1593.53,1406.36,14.62,21.61,553.83,2388.12,9051.35,1.3,47.56,521.42,2388.1,8133.64,8.4453,0.03,395,2388,100.0,38.89,23.2984,-74.0,51.0,0.390199527694541,102.89542683008703
3046,15,158,-0.0014,0.0004,100.0,518.67,642.93,1592.39,1407.61,14.62,21.61,553.5,2388.12,9059.72,1.3,47.65,521.36,2388.08,8133.52,8.4613,0.03,393,2388,100.0,38.6,23.3778,-75.0,50.0,0.4056055815117491,98.4134834347103
3047,15,159,-0.001,-0.0003,100.0,518.67,642.72,1588.38,1414.99,14.62,21.61,553.03,2388.08,9047.23,1.3,47.86,521.06,2388.13,8134.87,8.4476,0.03,393,2388,100.0,38.81,23.2503,-76.0,49.0,0.4265988026147782,92.30611617591825
3048,15,160,0.0008,-0.0001,100.0,518.67,642.71,1585.84,1401.76,14.62,21.61,552.92,2388.09,9054.88,1.3,47.47,521.13,2388.1,8134.16,8.426,0.03,392,2388,100.0,38.86,23.3554,-77.0,48.0,0.3285967972026442,120.81695004045872
3049,15,161,-0.0056,0.0003,100.0,518.67,642.93,1591.03,1409.9,14.62,21.61,553.71,2388.13,9056.73,1.3,47.76,521.07,2388.1,8135.66,8.468,0.03,393,2388,100.0,38.86,23.2804,-78.0,47.0,0.4171867234892724,95.04428692190159
3050,15,162,0.0021,-0.0,100.0,518.67,642.85,1593.57,1409.35,14.62,21.61,553.6,2388.1,9065.83,1.3,47.59,521.24,2388.07,8135.21,8.4355,0.03,393,2388,100.0,38.85,23.352,-79.0,46.0,0.37212274076132995,108.15434236849973
3051,15,163,0.0007,0.0001,100.0,518.67,643.4,1587.45,1411.16,14.62,21.61,552.8,2388.15,9057.81,1.3,47.6,521.73,2388.09,8132.73,8.4678,0.03,394,2388,100.0,38.86,23.317,-80.0,45.0,0.4232462059642253,93.2814566877451
3052,15,164,-0.0023,-0.0001,100.0,518.67,643.12,1589.35,1408.98,14.62,21.61,552.68,2388.12,9060.78,1.3,47.71,521.17,2388.07,8132.18,8.4362,0.03,395,2388,100.0,38.55,23.2515,-81.0,44.0,0.4603263183112551,82.49407618100125
3053,15,165,-0.0009,0.0,100.0,518.67,643.15,1592.59,1413.07,14.62,21.61,552.4,2388.12,9056.26,1.3,47.77,521.18,2388.09,8131.06,8.4613,0.03,394,2388,100.0,38.71,23.2397,-82.0,43.0,0.4774047482801176,77.52560357208114
3054,15,166,-0.0023,-0.0002,100.0,518.67,642.77,1590.17,1415.43,14.62,21.61,552.73,2388.18,9053.75,1.3,47.68,520.92,2388.13,8131.69,8.4733,0.03,394,2388,100.0,38.8,23.1769,-83.0,42.0,0.486286585675445,74.94169123962297
3055,15,167,0.0007,0.0003,100.0,518.67,643.03,1589.24,1406.28,14.62,21.61,553.16,2388.09,9055.57,1.3,47.69,521.06,2388.15,8129.91,8.4414,0.03,394,2388,100.0,38.58,23.1966,-84.0,41.0,0.4513081840664636,85.11764011869937
3056,15,168,0.0055,-0.0003,100.0,518.67,642.56,1589.81,1404.76,14.62,21.61,553.17,2388.13,9054.93,1.3,47.6,521.5,2388.2,8130.43,8.4642,0.03,394,2388,100.0,38.85,23.2577,-85.0,40.0,0.41573329340273285,95.4671201441075
3057,15,169,0.0017,0.0001,100.0,518.67,642.8,1592.88,1409.42,14.62,21.61,553.0,2388.16,9052.15,1.3,47.58,521.1,2388.18,8127.34,8.442,0.03,392,2388,100.0,38.75,23.226,-86.0,39.0,0.4358212787587769,89.62310490430728
3058,15,170,0.005,-0.0001,100.0,518.67,642.76,1601.76,1411.39,14.62,21.61,553.18,2388.22,9054.07,1.3,47.63,521.12,2388.2,8133.48,8.494,0.03,392,2388,100.0,38.7,23.2024,-87.0,38.0,0.5085776049772801,68.4567673310435
3059,15,171,-0.0035,0.0005,100.0,518.67,643.06,1595.83,1416.74,14.62,21.61,552.41,2388.11,9063.75,1.3,47.67,521.53,2388.14,8131.37,8.4464,0.03,392,2388,100.0,38.68,23.2776,-88.0,37.0,0.45613826940138036,83.71246723518291
3060,15,172,0.0009,0.0002,100.0,518.67,642.88,1595.04,1410.23,14.62,21.61,552.74,2388.14,9051.1,1.3,47.61,520.88,2388.16,8136.43,8.4838,0.03,393,2388,100.0,38.79,23.2144,-89.0,36.0,0.47563399367185444,78.04075313701858
3061,15,173,-0.0011,0.0005,100.0,518.67,643.35,1589.53,1419.42,14.62,21.61,553.26,2388.09,9058.99,1.3,47.77,520.48,2388.14,8129.92,8.452,0.03,394,2388,100.0,38.8,23.2054,-90.0,35.0,0.48612228327351564,74.98949024603365
3062,15,174,-0.0004,-0.0002,100.0,518.67,643.38,1593.92,1407.39,14.62,21.61,552.69,2388.15,9051.8,1.3,47.7,522.07,2388.16,8133.57,8.462,0.03,394,2388,100.0,38.73,23.2705,-91.0,34.0,0.46143761755265,82.1707759800313
3063,15,175,-0.0008,0.0003,100.0,518.67,643.07,1603.56,1415.76,14.62,21.61,552.35,2388.17,9052.03,1.3,47.64,520.06,2388.2,8129.36,8.4539,0.03,394,2388,100.0,38.62,23.1327,-92.0,33.0,0.5790650958114059,47.95048144180336
3064,15,176,0.0004,0.0002,100.0,518.67,642.57,1592.48,1418.25,14.62,21.61,552.66,2388.16,9052.9,1.3,47.66,521.0,2388.13,8128.62,8.4904,0.03,393,2388,100.0,38.72,23.2662,-93.0,32.0,0.47537329498424763,78.1165958398266
3065,15,177,0.0005,-0.0,100.0,518.67,642.68,1592.29,1411.65,14.62,21.61,552.32,2388.18,9056.11,1.3,47.65,520.69,2388.19,8129.07,8.4307,0.03,396,2388,100.0,38.85,23.2184,-94.0,31.0,0.4965377951866694,71.9593999073588
3066,15,178,0.0021,-0.0003,100.0,518.67,643.29,1589.52,1414.35,14.62,21.61,553.14,2388.24,9046.51,1.3,47.81,521.11,2388.2,8124.81,8.4944,0.03,394,2388,100.0,38.75,23.2851,-95.0,30.0,0.5180529726626082,65.70018461882506
3067,15,179,-0.0044,0.0004,100.0,518.67,643.14,1595.76,1417.69,14.62,21.61,552.38,2388.15,9054.13,1.3,47.66,520.88,2388.12,8130.88,8.4928,0.03,395,2388,100.0,38.6,23.2347,-96.0,29.0,0.5400705594033017,59.294807963294915
3068,15,180,0.0026,0.0005,100.0,518.67,643.68,1589.14,1411.81,14.62,21.61,552.33,2388.14,9050.87,1.3,47.79,521.01,2388.17,8135.05,8.4932,0.03,394,2388,100.0,38.6,23.2513,-97.0,28.0,0.532707846137964,61.43677530179494
3069,15,181,0.0033,-0.0003,100.0,518.67,642.86,1596.76,1415.11,14.62,21.61,552.3,2388.17,9053.01,1.3,47.73,520.83,2388.18,8129.93,8.4666,0.03,394,2388,100.0,38.62,23.2802,-98.0,27.0,0.5236789640657075,64.06346600737882
3070,15,182,0.0017,-0.0003,100.0,518.67,643.18,1598.66,1411.34,14.62,21.61,552.36,2388.19,9051.03,1.3,47.91,520.65,2388.22,8128.03,8.4688,0.03,395,2388,100.0,38.63,23.2362,-99.0,26.0,0.574458327219227,49.29068681241441
3071,15,183,-0.0036,0.0004,100.0,518.67,643.12,1599.11,1416.83,14.62,21.61,552.09,2388.17,9050.35,1.3,47.95,520.94,2388.18,8124.77,8.4597,0.03,396,2388,100.0,38.68,23.1345,-100.0,25.0,0.5875998509066729,45.46754261241517
3072,15,184,-0.0025,-0.0003,100.0,518.67,643.18,1590.86,1423.28,14.62,21.61,552.36,2388.13,9051.45,1.3,47.85,521.3,2388.2,8128.79,8.4563,0.03,395,2388,100.0,38.7,23.1749,-101.0,24.0,0.5393961112417343,59.49101904493381
3073,15,185,0.0033,-0.0001,100.0,518.67,643.66,1594.37,1418.4,14.62,21.61,552.46,2388.22,9047.88,1.3,48.05,520.79,2388.15,8125.28,8.4975,0.03,394,2388,100.0,38.81,23.162,-102.0,23.0,0.5840332110989835,46.505152757065304
3074,15,186,0.0017,-0.0004,100.0,518.67,642.89,1593.82,1421.59,14.62,21.61,552.97,2388.2,9051.04,1.3,47.9,520.49,2388.18,8130.35,8.4862,0.03,395,2388,100.0,38.65,23.2497,-103.0,22.0,0.5624839001159082,52.77429819699839
3075,15,187,0.0008,-0.0001,100.0,518.67,642.59,1596.53,1419.27,14.62,21.61,552.39,2388.2,9046.77,1.3,47.9,520.74,2388.22,8128.2,8.4711,0.03,395,2388,100.0,38.69,23.1392,-104.0,21.0,0.5740236304292984,49.4171492037398
3076,15,188,0.0002,0.0003,100.0,518.67,643.64,1595.04,1425.28,14.62,21.61,552.7,2388.21,9051.46,1.3,47.62,520.57,2388.24,8124.91,8.485,0.03,395,2388,100.0,38.6,23.2026,-105.0,20.0,0.6057689883106223,40.18176038982128
3077,15,189,0.0004,0.0005,100.0,518.67,643.48,1593.45,1421.73,14.62,21.61,553.09,2388.23,9057.75,1.3,47.91,520.12,2388.24,8136.96,8.4673,0.03,394,2388,100.0,38.43,23.1478,-106.0,19.0,0.6261834651739454,34.24276193939113
3078,15,190,-0.002,0.0002,100.0,518.67,643.25,1598.19,1417.33,14.62,21.61,552.08,2388.24,9056.28,1.3,47.89,520.78,2388.23,8122.98,8.5213,0.03,395,2388,100.0,38.38,23.2012,-107.0,18.0,0.6513133822488607,26.93194327053274
3079,15,191,0.0031,0.0004,100.0,518.67,642.88,1597.57,1426.05,14.62,21.61,551.77,2388.22,9046.65,1.3,47.89,519.81,2388.18,8126.73,8.4902,0.03,395,2388,100.0,38.69,23.0837,-108.0,17.0,0.6428332932367125,29.398978592566465
3080,15,192,-0.0024,-0.0002,100.0,518.67,643.57,1596.63,1414.34,14.62,21.61,551.87,2388.24,9050.2,1.3,47.99,520.11,2388.26,8126.81,8.5037,0.03,395,2388,100.0,38.59,23.1643,-109.0,16.0,0.6629335771835292,23.5513854353878
3081,15,193,0.0023,-0.0002,100.0,518.67,643.67,1602.89,1422.12,14.62,21.61,552.12,2388.28,9052.03,1.3,48.03,520.0,2388.28,8126.15,8.4999,0.03,395,2388,100.0,38.37,23.1007,-110.0,15.0,0.7368845209559124,2.0375086207880315
3082,15,194,-0.0001,0.0002,100.0,518.67,643.24,1606.09,1425.55,14.62,21.61,551.95,2388.23,9052.6,1.3,48.04,520.44,2388.27,8127.43,8.5292,0.03,395,2388,100.0,38.71,23.2484,-111.0,14.0,0.6794065356709701,18.75905714865715
3083,15,195,-0.0006,0.0002,100.0,518.67,643.3,1599.35,1417.88,14.62,21.61,551.58,2388.22,9051.29,1.3,47.9,520.24,2388.24,8126.8,8.4762,0.03,395,2388,100.0,38.73,23.1122,-112.0,13.0,0.6393721566413796,30.40589564530464
3084,15,196,-0.0034,0.0001,100.0,518.67,643.75,1602.92,1427.19,14.62,21.61,551.63,2388.17,9045.38,1.3,48.05,519.96,2388.18,8128.11,8.5007,0.03,395,2388,100.0,38.47,23.1263,-113.0,12.0,0.7007488365696352,12.550135273538729
3085,15,197,-0.0022,0.0005,100.0,518.67,643.48,1595.69,1425.4,14.62,21.61,551.6,2388.22,9043.98,1.3,47.91,519.86,2388.25,8123.15,8.5073,0.03,395,2388,100.0,38.65,23.0755,-114.0,11.0,0.6850370930784744,17.121010190995236
3086,15,198,-0.0004,-0.0004,100.0,518.67,643.57,1595.22,1426.08,14.62,21.61,551.3,2388.24,9047.73,1.3,48.06,520.19,2388.23,8126.18,8.4904,0.03,395,2388,100.0,38.57,23.0543,-115.0,10.0,0.7002363193974772,12.699237242285903
3087,15,199,-0.0009,0.0002,100.0,518.67,643.68,1597.76,1418.77,14.62,21.61,551.23,2388.25,9051.72,1.3,48.0,519.71,2388.28,8120.9,8.5103,0.03,396,2388,100.0,38.63,23.1097,-116.0,9.0,0.7225677972437677,6.202543096612601
3088,15,200,-0.0037,0.0003,100.0,518.67,643.74,1594.8,1419.29,14.62,21.61,552.1,2388.23,9043.79,1.3,47.93,520.54,2388.3,8116.7,8.5169,0.03,396,2388,100.0,38.53,23.1659,-117.0,8.0,0.6784805197350748,19.028454559385636
3089,15,201,-0.0033,0.0002,100.0,518.67,643.54,1603.41,1418.86,14.62,21.61,552.23,2388.25,9045.46,1.3,48.12,520.04,2388.23,8120.7,8.4931,0.03,395,2388,100.0,38.56,23.2137,-118.0,7.0,0.6742193259927004,20.268124975746474
3090,15,202,-0.0009,0.0004,100.0,518.67,643.6,1602.94,1428.07,14.62,21.61,551.46,2388.25,9047.82,1.3,47.87,519.64,2388.26,8125.67,8.5078,0.03,398,2388,100.0,38.37,23.0895,-119.0,6.0,0.7788646403693388,-10.175386464128053
3091,15,203,0.0024,-0.0003,100.0,518.67,643.93,1604.48,1433.98,14.62,21.61,551.88,2388.29,9047.38,1.3,48.1,519.6,2388.32,8121.62,8.4912,0.03,396,2388,100.0,38.44,23.0578,-120.0,5.0,0.8047341226811635,-17.701360134282993
